date,au_na,au_sa,au_eu,au_af,au_as,au_au,au_ww
2016-03-04,8,0,0,0,0,0,8
2016-03-05,3,0,0,0,0,0,3
2016-03-06,3,0,0,0,0,0,3
2016-03-07,1,0,0,0,0,0,1
2016-03-08,2,0,0,0,0,0,2
2016-03-09,1,0,0,0,0,0,1
2016-03-10,116,76,16,5,75,56,344
2016-03-11,3,1,0,0,8,2,14
2016-03-12,4,1,0,0,9,2,16
2016-03-13,7,0,0,0,0,0,7
2016-03-14,4,0,0,0,0,0,4
2016-03-15,7,0,0,0,0,0,7
2016-03-16,3,2,0,0,5,2,12
2016-03-17,8,6,1,0,9,4,28
2016-03-18,3,2,0,0,6,1,12
2016-03-19,9,0,0,0,0,0,9
2016-03-20,8,0,0,0,0,0,8
2016-03-21,3,0,0,0,0,0,3
2016-03-22,5,0,0,0,0,0,5
2016-03-23,6,2,1,0,9,5,23
2016-03-24,10,5,1,1,13,8,38
2016-03-25,16,5,0,1,18,8,48
2016-03-26,12,9,2,1,12,10,46
2016-03-27,14,10,1,0,13,12,50
2016-03-28,11,8,1,1,9,6,36
2016-03-29,9,3,0,1,16,6,35
2016-03-30,13,7,2,1,11,6,40
2016-03-31,18,14,2,2,11,12,59
2016-04-01,143,100,14,14,144,125,540
2016-04-02,286,101,52,18,211,178,846
2016-04-03,277,237,73,16,278,192,1073
2016-04-04,305,226,27,40,254,182,1034
2016-04-05,122,58,13,11,143,62,409
2016-04-06,91,73,9,12,54,55,294
2016-04-07,85,35,8,11,68,46,253
2016-04-08,205,89,33,19,197,112,655
2016-04-09,316,195,41,16,167,194,929
2016-04-10,349,315,44,48,336,203,1295
2016-04-11,408,130,51,14,441,256,1300
2016-04-12,388,193,37,55,307,179,1159
2016-04-13,474,219,44,36,299,313,1385
2016-04-14,419,190,71,59,441,323,1503
2016-04-15,371,201,69,17,488,279,1425
2016-04-16,363,255,31,24,258,177,1108
2016-04-17,188,76,24,9,135,136,568
2016-04-18,96,51,6,3,124,50,330
2016-04-19,105,59,19,12,63,73,331
2016-04-20,82,30,9,8,97,53,279
2016-04-21,82,43,17,12,59,53,266
2016-04-22,84,56,7,9,35,61,252
2016-04-23,53,28,12,3,80,37,213
2016-04-24,65,43,4,3,59,51,225
2016-04-25,72,26,4,6,82,33,223
2016-04-26,70,45,11,4,37,50,217
2016-04-27,56,42,7,10,60,48,223
2016-04-28,55,30,8,4,48,46,191
2016-04-29,62,38,5,6,47,45,203
2016-04-30,56,36,13,3,44,47,199
2016-05-01,53,32,8,9,66,37,205
2016-05-02,54,36,7,4,76,34,211
2016-05-03,61,40,13,7,45,44,210
2016-05-04,60,21,6,3,94,34,218
2016-05-05,68,50,5,3,54,32,212
2016-05-06,70,47,7,2,53,45,224
2016-05-07,71,38,14,2,65,36,226
2016-05-08,66,31,10,3,66,36,212
2016-05-09,55,21,12,7,75,41,211
2016-05-10,56,37,12,2,60,47,214
2016-05-11,50,43,7,4,60,39,203
2016-05-12,59,42,5,7,28,39,180
2016-05-13,60,35,3,8,54,30,190
2016-05-14,63,25,6,7,44,39,184
2016-05-15,60,27,5,8,49,36,185
2016-05-16,53,37,11,3,51,31,186
2016-05-17,72,39,4,9,35,52,211
2016-05-18,56,34,13,5,53,42,203
2016-05-19,48,20,11,2,69,29,179
2016-05-20,48,31,12,9,44,44,188
2016-05-21,66,33,7,6,79,53,244
2016-05-22,72,39,5,3,86,65,270
2016-05-23,81,71,19,9,76,51,307
2016-05-24,73,61,8,5,68,41,256
2016-05-25,78,36,13,12,62,57,258
2016-05-26,87,60,7,3,67,45,269
2016-05-27,74,30,7,2,61,54,228
2016-05-28,87,57,15,7,34,61,261
2016-05-29,74,44,15,8,61,61,263
2016-05-30,86,41,5,13,89,43,277
2016-05-31,82,34,13,6,47,57,239
2016-06-01,80,27,5,5,79,47,243
2016-06-02,63,39,4,6,83,36,231
2016-06-03,63,48,5,6,33,47,202
2016-06-04,65,31,15,8,54,49,222
2016-06-05,83,58,6,9,34,51,241
2016-06-06,74,35,17,5,84,64,279
2016-06-07,76,31,7,6,67,35,222
2016-06-08,64,61,8,9,45,58,245
2016-06-09,71,39,10,10,66,35,231
2016-06-10,80,54,13,11,55,65,278
2016-06-11,70,40,5,8,73,60,256
2016-06-12,73,58,14,8,53,62,268
2016-06-13,64,45,6,4,62,54,235
2016-06-14,58,26,11,6,81,36,218
2016-06-15,73,50,9,9,62,39,242
2016-06-16,77,41,17,10,44,60,249
2016-06-17,77,36,16,7,52,48,236
2016-06-18,67,55,10,9,54,43,238
2016-06-19,75,36,8,5,86,47,257
2016-06-20,75,31,13,5,61,43,228
2016-06-21,64,28,11,7,64,54,228
2016-06-22,68,26,11,8,46,42,201
2016-06-23,56,27,10,2,66,46,207
2016-06-24,71,45,6,4,45,38,209
2016-06-25,133,47,20,17,122,86,425
2016-06-26,114,65,15,4,64,83,345
2016-06-27,77,49,7,7,52,50,242
2016-06-28,83,62,12,11,66,72,306
2016-06-29,72,51,6,10,59,37,235
2016-06-30,95,40,9,10,93,48,295
2016-07-01,62,23,12,9,69,44,219
2016-07-02,71,25,12,3,78,37,226
2016-07-03,71,26,5,8,72,56,238
2016-07-04,68,37,14,3,47,54,223
2016-07-05,56,19,7,5,55,43,185
2016-07-06,62,39,11,5,54,44,215
2016-07-07,70,31,11,3,41,48,204
2016-07-08,61,44,7,6,52,43,213
2016-07-09,65,51,14,5,37,55,227
2016-07-10,64,47,12,8,38,55,224
2016-07-11,62,58,15,4,72,37,248
2016-07-12,56,29,6,7,52,42,192
2016-07-13,67,30,12,6,44,34,193
2016-07-14,54,29,11,7,64,30,195
2016-07-15,69,45,11,2,30,43,200
2016-07-16,61,27,10,8,62,37,205
2016-07-17,58,40,4,8,62,44,216
2016-07-18,68,47,14,7,46,54,236
2016-07-19,59,24,13,2,79,36,213
2016-07-20,55,24,12,7,79,35,212
2016-07-21,73,45,16,3,48,49,234
2016-07-22,66,30,14,10,66,44,230
2016-07-23,85,53,15,7,58,40,258
2016-07-24,65,41,9,5,73,40,233
2016-07-25,63,32,5,4,77,49,230
2016-07-26,75,23,7,9,60,45,219
2016-07-27,76,35,13,6,60,36,226
2016-07-28,84,52,7,3,53,56,255
2016-07-29,82,39,9,10,116,53,309
2016-07-30,76,58,16,7,77,46,280
2016-07-31,87,59,21,15,85,47,314
2016-08-01,83,49,9,2,58,41,242
2016-08-02,73,44,8,5,48,35,213
2016-08-03,73,50,15,3,35,44,220
2016-08-04,64,32,10,9,56,46,217
2016-08-05,53,29,11,6,59,43,201
2016-08-06,58,46,6,7,60,33,210
2016-08-07,69,26,10,5,95,57,262
2016-08-08,75,49,8,7,67,53,259
2016-08-09,68,28,12,9,58,35,210
2016-08-10,65,21,9,6,63,48,212
2016-08-11,70,24,11,8,59,47,219
2016-08-12,62,32,13,3,54,37,201
2016-08-13,59,33,12,3,75,55,237
2016-08-14,61,25,14,5,95,43,243
2016-08-15,92,58,14,11,38,58,271
2016-08-16,74,58,10,8,48,54,252
2016-08-17,81,53,13,10,45,42,244
2016-08-18,76,42,9,9,49,50,235
2016-08-19,63,54,8,5,79,41,250
2016-08-20,86,50,8,5,49,63,261
2016-08-21,97,31,19,6,91,51,295
2016-08-22,73,51,14,3,96,54,291
2016-08-23,71,29,15,5,96,44,260
2016-08-24,83,55,8,11,36,49,242
2016-08-25,81,26,14,4,67,44,236
2016-08-26,64,41,6,6,57,32,206
2016-08-27,71,24,5,5,58,50,213
2016-08-28,73,35,9,8,62,43,230
2016-08-29,70,42,8,4,84,53,261
2016-08-30,72,44,13,12,42,58,241
2016-08-31,92,30,13,13,69,49,266
2016-09-01,87,33,13,9,54,59,255
2016-09-02,67,28,11,7,78,58,249
2016-09-03,102,32,15,12,61,72,294
2016-09-04,118,82,22,16,88,57,383
2016-09-05,119,110,24,12,114,99,478
2016-09-06,116,46,12,21,142,90,427
2016-09-07,79,45,16,8,74,59,281
2016-09-08,79,23,4,3,80,39,228
2016-09-09,71,49,11,9,38,44,222
2016-09-10,73,28,11,8,77,42,239
2016-09-11,77,42,20,12,76,73,300
2016-09-12,79,70,7,11,75,42,284
2016-09-13,91,53,11,6,46,63,270
2016-09-14,63,52,7,2,40,50,214
2016-09-15,68,43,10,8,34,45,208
2016-09-16,59,41,13,4,59,35,211
2016-09-17,56,27,5,4,94,38,224
2016-09-18,68,27,18,2,86,65,266
2016-09-19,66,39,7,12,72,62,258
2016-09-20,61,45,8,7,58,37,216
2016-09-21,53,47,5,4,37,47,193
2016-09-22,61,52,11,6,36,49,215
2016-09-23,62,42,7,4,50,51,216
2016-09-24,75,39,10,3,68,42,237
2016-09-25,65,34,7,10,66,49,231
2016-09-26,81,42,11,3,63,62,262
2016-09-27,68,30,9,3,64,52,226
2016-09-28,71,30,9,4,55,52,221
2016-09-29,75,26,9,11,56,49,226
2016-09-30,59,22,5,6,86,38,216
2016-10-01,73,43,15,4,48,49,232
2016-10-02,79,53,6,11,65,49,263
2016-10-03,82,55,10,3,70,40,260
2016-10-04,67,49,6,3,50,38,213
2016-10-05,70,65,18,4,66,52,275
2016-10-06,56,40,6,3,69,45,219
2016-10-07,64,25,13,7,67,39,215
2016-10-08,67,31,4,9,70,36,217
2016-10-09,73,61,10,6,53,48,251
2016-10-10,62,41,13,6,81,42,245
2016-10-11,55,21,13,2,76,47,214
2016-10-12,69,41,11,7,37,38,203
2016-10-13,53,21,14,7,78,30,203
2016-10-14,74,23,10,7,75,40,229
2016-10-15,83,57,17,6,30,55,248
2016-10-16,80,53,10,8,77,71,299
2016-10-17,114,79,11,12,40,72,328
2016-10-18,91,32,19,4,70,61,277
2016-10-19,78,59,19,6,70,57,289
2016-10-20,77,42,18,5,76,56,274
2016-10-21,91,38,11,5,90,76,311
2016-10-22,77,46,21,7,80,71,302
2016-10-23,107,47,15,7,121,87,384
2016-10-24,116,51,20,17,107,60,371
2016-10-25,86,62,15,7,82,59,311
2016-10-26,56,32,4,6,54,32,184
2016-10-27,65,40,9,5,48,46,213
2016-10-28,52,23,8,5,56,37,181
2016-10-29,61,44,4,8,30,44,191
2016-10-30,69,47,4,3,38,45,206
2016-10-31,56,34,5,7,52,40,194
2016-11-01,53,36,10,6,27,43,175
2016-11-02,58,23,9,7,42,40,179
2016-11-03,75,40,10,6,51,41,223
2016-11-04,58,25,12,5,55,30,185
2016-11-05,48,33,8,7,59,28,183
2016-11-06,66,40,6,9,39,35,195
2016-11-07,63,50,8,9,48,40,218
2016-11-08,58,25,10,3,50,46,192
2016-11-09,56,29,11,7,47,46,196
2016-11-10,70,50,7,4,39,36,206
2016-11-11,58,28,3,7,45,33,174
2016-11-12,57,34,10,8,32,35,176
2016-11-13,49,16,3,7,52,29,156
2016-11-14,51,31,8,6,38,43,177
2016-11-15,40,26,6,6,52,31,161
2016-11-16,41,24,9,7,37,38,156
2016-11-17,41,19,3,1,50,37,151
2016-11-18,45,18,4,3,44,35,149
2016-11-19,43,37,3,5,43,36,167
2016-11-20,57,22,4,5,45,32,165
2016-11-21,58,40,6,5,44,28,181
2016-11-22,41,20,11,7,52,32,163
2016-11-23,53,19,10,3,54,31,170
2016-11-24,52,33,9,8,35,31,168
2016-11-25,45,21,10,7,50,28,161
2016-11-26,62,36,11,2,38,32,181
2016-11-27,70,39,5,9,39,47,209
2016-11-28,54,23,10,10,75,39,211
2016-11-29,53,37,10,3,42,39,184
2016-11-30,44,32,8,4,46,37,171
2016-12-01,47,45,5,8,37,43,185
2016-12-02,55,25,13,8,61,29,191
2016-12-03,56,16,8,2,55,26,163
2016-12-04,48,34,11,3,62,28,186
2016-12-05,53,27,3,3,76,33,195
2016-12-06,45,40,8,6,35,34,168
2016-12-07,57,25,11,6,31,39,169
2016-12-08,52,42,10,7,38,32,181
2016-12-09,76,37,17,3,82,49,264
2016-12-10,77,54,9,12,59,65,276
2016-12-11,95,43,13,14,91,48,304
2016-12-12,90,32,15,8,99,51,295
2016-12-13,89,35,19,12,85,45,285
2016-12-14,85,43,14,3,67,58,270
2016-12-15,66,51,5,9,52,49,232
2016-12-16,64,44,12,8,43,55,226
2016-12-17,80,34,14,8,76,59,271
2016-12-18,86,32,6,7,92,64,287
2016-12-19,76,40,14,10,92,59,291
2016-12-20,73,29,6,10,71,59,248
2016-12-21,73,34,7,6,73,54,247
2016-12-22,79,30,8,7,81,40,245
2016-12-23,76,38,12,9,63,36,234
2016-12-24,73,44,8,2,66,42,235
2016-12-25,99,40,13,7,89,63,311
2016-12-26,96,90,8,17,82,72,365
2016-12-27,76,35,14,3,123,49,300
2016-12-28,83,67,14,10,53,65,292
2016-12-29,76,68,18,5,59,55,281
2016-12-30,97,63,18,3,37,62,280
2016-12-31,111,43,15,13,75,73,330
2017-01-01,119,67,11,15,93,58,363
2017-01-02,96,79,25,9,88,68,365
2017-01-03,84,42,16,10,68,68,288
2017-01-04,101,58,14,10,56,69,308
2017-01-05,102,51,19,9,64,56,301
2017-01-06,79,53,15,11,74,50,282
2017-01-07,93,73,12,13,39,76,306
2017-01-08,122,70,22,5,77,78,374
2017-01-09,128,88,23,11,45,85,380
2017-01-10,95,62,18,12,71,57,315
2017-01-11,88,49,17,9,99,49,311
2017-01-12,102,62,11,8,74,60,317
2017-01-13,108,77,15,5,70,55,330
2017-01-14,105,35,9,6,115,56,326
2017-01-15,87,49,17,6,112,69,340
2017-01-16,127,53,9,7,108,71,375
2017-01-17,76,40,15,5,104,44,284
2017-01-18,85,47,10,7,78,69,296
2017-01-19,84,36,14,7,114,47,302
2017-01-20,93,44,13,8,75,51,284
2017-01-21,99,34,17,7,95,46,298
2017-01-22,103,71,19,5,42,75,315
2017-01-23,104,42,19,6,58,71,300
2017-01-24,99,59,13,10,69,44,294
2017-01-25,76,68,19,6,65,48,282
2017-01-26,84,44,8,9,65,52,262
2017-01-27,91,34,15,4,66,68,278
2017-01-28,79,69,14,12,80,57,311
2017-01-29,94,40,19,9,95,68,325
2017-01-30,111,86,30,8,106,103,444
2017-01-31,115,69,19,13,59,71,346
2017-02-01,105,39,10,4,123,84,365
2017-02-02,124,45,23,14,149,92,447
2017-02-03,108,69,14,7,122,65,385
2017-02-04,122,77,17,15,107,77,415
2017-02-05,170,75,20,6,121,101,493
2017-02-06,133,56,20,17,161,115,502
2017-02-07,112,69,18,13,106,66,384
2017-02-08,119,60,11,17,104,62,373
2017-02-09,138,72,10,14,76,92,402
2017-02-10,123,51,25,12,90,64,365
2017-02-11,128,65,14,9,99,91,406
2017-02-12,129,64,13,23,153,112,494
2017-02-13,162,68,22,23,134,79,488
2017-02-14,146,81,29,11,78,113,458
2017-02-15,168,102,13,19,142,88,532
2017-02-16,136,111,22,22,112,104,507
2017-02-17,103,74,14,12,125,59,387
2017-02-18,126,90,18,4,100,107,445
2017-02-19,130,70,20,4,83,71,378
2017-02-20,112,39,23,16,114,70,374
2017-02-21,89,60,17,8,64,70,308
2017-02-22,99,73,16,6,48,65,307
2017-02-23,98,34,18,14,80,76,320
2017-02-24,109,65,6,3,75,69,327
2017-02-25,109,60,20,18,107,56,370
2017-02-26,105,86,18,11,61,77,358
2017-02-27,120,84,17,4,90,66,381
2017-02-28,86,80,7,5,92,55,325
2017-03-01,101,74,6,10,70,64,325
2017-03-02,87,40,8,14,119,74,342
2017-03-03,95,73,21,10,51,74,324
2017-03-04,114,74,19,15,79,72,373
2017-03-05,119,90,27,4,87,97,424
2017-03-06,119,66,25,4,88,67,369
2017-03-07,97,68,9,11,44,75,304
2017-03-08,91,79,13,13,69,58,323
2017-03-09,98,50,17,6,68,54,293
2017-03-10,95,36,12,8,90,54,295
2017-03-11,88,65,14,13,59,72,311
2017-03-12,89,43,21,3,127,73,356
2017-03-13,131,51,18,6,108,63,377
2017-03-14,106,76,19,12,98,60,371
2017-03-15,92,73,24,14,62,85,350
2017-03-16,95,42,22,14,135,63,371
2017-03-17,126,46,15,18,88,89,382
2017-03-18,148,56,18,4,137,80,443
2017-03-19,120,108,30,17,96,93,464
2017-03-20,109,60,16,6,157,88,436
2017-03-21,128,72,22,9,89,75,395
2017-03-22,97,49,19,14,131,75,385
2017-03-23,96,85,16,9,83,87,376
2017-03-24,110,91,16,13,62,76,368
2017-03-25,136,71,11,19,70,94,401
2017-03-26,152,85,14,8,120,84,463
2017-03-27,122,79,24,5,159,78,467
2017-03-28,113,85,23,11,66,92,390
2017-03-29,112,86,17,8,66,70,359
2017-03-30,126,89,8,19,76,82,400
2017-03-31,102,82,23,17,69,93,386
2017-04-01,114,83,20,12,74,75,378
2017-04-02,115,90,9,8,124,75,421
2017-04-03,102,93,9,9,107,86,406
2017-04-04,93,73,16,10,86,71,349
2017-04-05,106,66,24,12,97,84,389
2017-04-06,129,85,25,9,64,69,381
2017-04-07,130,60,14,11,104,64,383
2017-04-08,124,51,9,8,108,73,373
2017-04-09,127,60,26,7,129,96,445
2017-04-10,112,62,8,15,111,93,401
2017-04-11,117,70,12,16,97,74,386
2017-04-12,128,65,20,8,96,73,390
2017-04-13,107,83,18,6,93,62,369
2017-04-14,101,36,14,15,114,78,358
2017-04-15,112,72,26,7,90,82,389
2017-04-16,109,69,24,5,120,70,397
2017-04-17,138,47,15,18,102,103,423
2017-04-18,106,70,18,11,122,63,390
2017-04-19,103,74,8,13,106,84,388
2017-04-20,121,63,22,8,82,88,384
2017-04-21,131,93,18,10,68,82,402
2017-04-22,137,98,12,6,115,75,443
2017-04-23,125,54,28,12,156,95,470
2017-04-24,122,67,24,6,146,78,443
2017-04-25,118,64,20,11,156,102,471
2017-04-26,127,104,12,18,128,97,486
2017-04-27,127,86,29,21,132,85,480
2017-04-28,150,70,10,7,151,82,470
2017-04-29,138,89,32,12,90,119,480
2017-04-30,127,90,19,11,98,82,427
2017-05-01,147,89,24,15,93,102,470
2017-05-02,140,72,14,7,113,109,455
2017-05-03,116,48,15,8,161,92,440
2017-05-04,161,115,16,13,96,73,474
2017-05-05,143,52,10,18,149,66,438
2017-05-06,129,99,21,11,97,66,423
2017-05-07,129,50,26,12,158,74,449
2017-05-08,145,70,28,8,91,106,448
2017-05-09,106,54,20,4,144,76,404
2017-05-10,125,65,19,13,94,88,404
2017-05-11,128,57,24,20,111,82,422
2017-05-12,133,79,14,17,103,70,416
2017-05-13,106,82,11,12,108,81,400
2017-05-14,114,85,15,18,134,90,456
2017-05-15,156,51,19,16,136,81,459
2017-05-16,112,48,27,20,119,87,413
2017-05-17,142,85,12,6,107,74,426
2017-05-18,136,105,26,9,63,99,438
2017-05-19,105,91,23,17,85,88,409
2017-05-20,132,55,16,18,121,80,422
2017-05-21,160,90,22,9,83,98,462
2017-05-22,129,47,13,6,146,85,426
2017-05-23,134,42,18,5,104,87,390
2017-05-24,115,92,24,13,74,73,391
2017-05-25,380,192,41,15,394,201,1223
2017-05-26,4269,2812,988,647,3766,2813,15295
2017-05-27,9704,3964,2199,366,11626,6227,34086
2017-05-28,14677,4665,2803,577,9580,10446,42748
2017-05-29,12954,8763,1421,2211,12085,9163,46597
2017-05-30,12647,7229,1427,785,9649,5988,37725
2017-05-31,9917,5966,892,664,12362,6881,36682
2017-06-01,11687,4005,1336,747,14413,6556,38744
2017-06-02,12178,3932,2255,1067,10150,5564,35146
2017-06-03,6407,2980,1103,732,9594,4271,25087
2017-06-04,7250,3302,1367,860,5822,3467,22068
2017-06-05,7099,4122,1153,1040,6571,3764,23749
2017-06-06,6324,3744,845,523,3332,4687,19455
2017-06-07,4790,3352,764,863,4597,4712,19078
2017-06-08,5781,3757,659,750,4640,3137,18724
2017-06-09,5291,2198,1103,284,5296,3748,17920
2017-06-10,5835,2296,980,504,5080,3121,17816
2017-06-11,4941,3319,1115,650,5445,3939,19409
2017-06-12,6296,2188,469,509,4730,4146,18338
2017-06-13,4544,2513,670,595,3737,3652,15711
2017-06-14,5239,4010,405,231,2493,3967,16345
2017-06-15,4442,3803,719,191,4529,3314,16998
2017-06-16,5329,3720,1223,819,3335,3420,17846
2017-06-17,6966,4202,622,342,3571,5030,20733
2017-06-18,6524,3327,1335,826,5479,4624,22115
2017-06-19,6902,4581,1407,937,2320,5248,21395
2017-06-20,5269,2616,1266,475,6648,3024,19298
2017-06-21,4731,4461,427,238,4772,3714,18343
2017-06-22,4830,2911,751,783,5231,4069,18575
2017-06-23,6444,2094,1239,709,6148,2978,19612
2017-06-24,5380,3260,1118,551,7137,3454,20900
2017-06-25,6455,5343,1527,849,3217,4608,21999
2017-06-26,6942,5258,1501,637,4900,3429,22667
2017-06-27,7182,3694,794,697,5075,3313,20755
2017-06-28,5928,2288,1257,809,5223,3402,18907
2017-06-29,7423,4202,497,503,5849,6057,24531
2017-06-30,6554,2333,407,601,6765,3210,19870
2017-07-01,6573,4330,1156,956,3309,5291,21615
2017-07-02,7193,5420,839,848,5668,4029,23997
2017-07-03,7249,5150,805,513,7128,3941,24786
2017-07-04,5884,3738,1107,1109,7136,3939,22913
2017-07-05,5714,2296,548,552,9370,4188,22668
2017-07-06,7812,2732,1313,812,5760,4453,22882
2017-07-07,5645,4586,1029,619,5931,4210,22020
2017-07-08,7427,4001,712,627,4062,5210,22039
2017-07-09,6975,5179,632,558,4699,5195,23238
2017-07-10,7662,5000,887,508,4849,4436,23342
2017-07-11,5693,3636,1100,232,7443,3342,21446
2017-07-12,7279,2722,1211,324,5995,3656,21187
2017-07-13,7257,4964,1299,778,2217,5036,21551
2017-07-14,7180,4853,955,287,3422,4057,20754
2017-07-15,5432,3466,732,733,6005,4032,20400
2017-07-16,7195,4089,588,941,4582,4290,21685
2017-07-17,6572,2884,1105,910,5423,5089,21983
2017-07-18,5634,3226,1025,683,5848,3883,20299
2017-07-19,6262,4947,1150,300,3171,4598,20428
2017-07-20,5626,4453,1290,423,3662,4283,19737
2017-07-21,4858,4618,386,873,3535,4339,18609
2017-07-22,5055,3024,1023,408,5717,2783,18010
2017-07-23,5085,2641,1197,284,6004,3610,18821
2017-07-24,6386,2891,585,289,5362,3935,19448
2017-07-25,6186,3984,859,467,2957,3389,17842
2017-07-26,4955,3083,1010,788,4529,3340,17705
2017-07-27,5411,2133,572,251,6342,3988,18697
2017-07-28,5241,2587,570,651,5996,2658,17703
2017-07-29,5326,2897,782,537,4920,3242,17704
2017-07-30,5795,2867,1213,190,4235,4355,18655
2017-07-31,5604,3066,1119,773,4595,2976,18133
2017-08-01,4801,2475,775,485,5224,3528,17288
2017-08-02,4406,3642,1103,403,4361,2458,16373
2017-08-03,5074,2459,701,801,3805,3271,16111
2017-08-04,4890,2696,856,563,3785,2786,15576
2017-08-05,4397,1599,638,683,4116,3752,15185
2017-08-06,4186,2523,667,433,5648,2432,15889
2017-08-07,4495,3168,993,312,3057,3897,15922
2017-08-08,4390,3624,499,719,3472,2355,15059
2017-08-09,4317,2741,307,325,4232,2569,14491
2017-08-10,4022,1646,457,485,4215,3504,14329
2017-08-11,4188,3359,695,322,3081,3166,14811
2017-08-12,4297,3417,626,442,2930,3598,15310
2017-08-13,4188,2461,511,436,5249,2462,15307
2017-08-14,4754,3092,493,568,3322,3319,15548
2017-08-15,4929,2949,349,468,3912,2462,15069
2017-08-16,3671,2874,942,614,4126,2420,14647
2017-08-17,4548,1980,829,306,3841,3060,14564
2017-08-18,4476,1503,857,234,4517,2683,14270
2017-08-19,4880,2062,915,529,2776,2944,14106
2017-08-20,4943,2482,816,409,3227,2391,14268
2017-08-21,3608,1839,391,415,5731,2268,14252
2017-08-22,4461,3064,647,338,2318,2767,13595
2017-08-23,4437,1436,849,435,4266,2523,13946
2017-08-24,3846,2219,818,332,4050,2118,13383
2017-08-25,4232,3190,307,542,1783,2831,12885
2017-08-26,3445,3013,874,242,2974,2128,12676
2017-08-27,4362,1724,374,285,3169,2932,12846
2017-08-28,3553,2724,264,296,4284,2006,13127
2017-08-29,3292,2247,266,468,3414,2998,12685
2017-08-30,3305,1204,517,167,4053,2495,11741
2017-08-31,3825,2823,621,376,1929,2722,12296
2017-09-01,3825,2703,802,276,2595,2300,12501
2017-09-02,4289,2203,299,304,2786,2589,12470
2017-09-03,3822,2317,363,417,2914,2794,12627
2017-09-04,3273,1806,734,133,4650,2137,12733
2017-09-05,4020,1747,475,568,2660,2900,12370
2017-09-06,3605,2672,602,215,3097,1979,12170
2017-09-07,3088,2711,760,585,2528,2340,12012
2017-09-08,4073,2000,563,342,1994,2916,11888
2017-09-09,3868,2548,407,599,2100,2587,12109
2017-09-10,3198,2414,519,444,3465,2028,12068
2017-09-11,3669,2308,759,209,3302,1961,12208
2017-09-12,4068,2137,260,259,2899,2134,11757
2017-09-13,3301,2438,658,229,3111,1848,11585
2017-09-14,3349,2454,606,458,2162,2234,11263
2017-09-15,3754,1951,573,418,1840,2469,11005
2017-09-16,3311,2717,699,500,1382,2280,10889
2017-09-17,3607,1438,346,279,3029,2200,10899
2017-09-18,2943,2191,694,420,2798,1820,10866
2017-09-19,2974,1499,469,342,2879,2298,10461
2017-09-20,3220,1045,243,258,4011,1587,10364
2017-09-21,3284,2030,612,359,1897,2254,10436
2017-09-22,2562,1699,441,308,3293,1946,10249
2017-09-23,2840,2047,584,323,2966,1637,10397
2017-09-24,2661,2310,419,154,2759,2011,10314
2017-09-25,2768,2451,354,515,2679,1558,10325
2017-09-26,3511,1970,347,468,1548,2569,10413
2017-09-27,2972,2075,522,150,2211,2469,10399
2017-09-28,3245,2014,362,317,2766,1682,10386
2017-09-29,2728,1971,504,144,2854,1970,10171
2017-09-30,3323,2376,562,464,1070,2291,10086
2017-10-01,2962,2527,529,258,1488,2511,10275
2017-10-02,2678,2155,717,419,2825,1621,10415
2017-10-03,3286,1462,676,263,2571,2198,10456
2017-10-04,3032,2289,624,119,1888,2191,10143
2017-10-05,2710,1114,307,427,2269,1949,8776
2017-10-06,2668,1024,537,363,2626,1923,9141
2017-10-07,3153,1959,546,294,1109,1955,9016
2017-10-08,2859,942,633,250,3006,1364,9054
2017-10-09,2993,1440,378,426,2395,1372,9004
2017-10-10,2513,1809,419,395,2157,1754,9047
2017-10-11,2359,1290,474,394,2146,2192,8855
2017-10-12,2620,1044,342,262,2644,2051,8963
2017-10-13,2380,1725,344,264,2082,2090,8885
2017-10-14,3120,2061,469,330,1484,1472,8936
2017-10-15,2259,1697,494,266,2507,1480,8703
2017-10-16,2678,1957,601,222,1873,1455,8786
2017-10-17,2524,1864,189,138,1841,2045,8601
2017-10-18,2661,1496,186,169,2398,1651,8561
2017-10-19,2250,1191,360,278,3180,1373,8632
2017-10-20,2481,1667,282,236,2040,1919,8625
2017-10-21,2806,1088,383,406,1878,1795,8356
2017-10-22,2598,1760,585,228,2247,1323,8741
2017-10-23,2497,978,298,300,3039,1935,9047
2017-10-24,2470,2006,297,310,2038,1655,8776
2017-10-25,2645,1359,312,367,2341,2121,9145
2017-10-26,2506,1658,213,191,2818,1698,9084
2017-10-27,2175,1515,534,386,1705,1786,8101
2017-10-28,2406,1858,179,193,2328,1454,8418
2017-10-29,2174,1169,324,102,2770,1891,8430
2017-10-30,2336,2123,284,263,1775,1916,8697
2017-10-31,2954,1037,515,166,2082,1963,8717
2017-11-01,2564,1413,440,165,2465,1799,8846
2017-11-02,2674,1145,191,305,2627,1962,8904
2017-11-03,2260,1951,194,249,2456,1916,9026
2017-11-04,2755,2043,348,141,2178,1506,8971
2017-11-05,3055,2007,514,257,1568,1490,8891
2017-11-06,3206,1653,549,130,2176,1604,9318
2017-11-07,3010,1713,532,402,1456,2178,9291
2017-11-08,2546,1337,575,178,3065,1694,9395
2017-11-09,2651,1200,505,214,3293,1804,9667
2017-11-10,3044,2170,242,340,1691,2116,9603
2017-11-11,2818,1365,595,162,2397,2127,9464
2017-11-12,2628,1588,436,411,2722,1878,9663
2017-11-13,2444,1247,373,129,3605,1977,9775
2017-11-14,3028,1336,623,278,2482,2192,9939
